,verse_title_ISH,book_title_ISH,chapter_number_ISH,verse_number_ISH,scripture_text_ISH,verse_title_BOM,book_title_BOM,chapter_number_BOM,verse_number_BOM,scripture_text_BOM,scripture_cleaned_ISH,scripture_cleaned_BOM,similarity_score,similarity_category,word_count_ISH,word_count_BOM,bible_term_in_ISH,bible_term_in_BOM,Duhms_Class,bible_term_name_ISH,bible_term_name_BOM
2703,,,,,,Jacob 7:16,Jacob,7.0,16.0,"And it came to pass that he said unto the people: Gather together on the morrow, for I shall die; wherefore, I desire to speak unto the people before I shall die.",NA,came pass said unto people gather together morrow shall die wherefore desire speak unto people shall die,0.0,,0,32,False,False,,,
2704,,,,,,Jacob 7:17,Jacob,7.0,17.0,"And it came to pass that on the morrow the multitude were gathered together; and he spake plainly unto them and denied the things which he had taught them, and confessed the Christ, and the power of the Holy Ghost, and the ministering of angels.",NA,came pass morrow multitude gathered together spake plainly unto denied things taught confessed christ power holy ghost ministering angels,0.0,,0,45,False,True,,,christ
2705,,,,,,Jacob 7:18,Jacob,7.0,18.0,"And he spake plainly unto them, that he had been deceived by the power of the devil. And he spake of hell, and of eternity, and of eternal punishment.",NA,spake plainly unto deceived power devil spake hell eternity eternal punishment,0.0,,0,29,False,True,,,devil
2706,,,,,,Jacob 7:19,Jacob,7.0,19.0,"And he said: I fear lest I have committed the unpardonable sin, for I have lied unto God; for I denied the Christ, and said that I believed the scriptures; and they truly testify of him. And because I have thus lied unto God I greatly fear lest my case shall be awful; but I confess unto God.",NA,said fear lest committed unpardonable sin lied unto god denied christ said believed scriptures truly testify thus lied unto god greatly fear lest case shall awful confess unto god,0.0,,0,58,False,True,,,fear
2707,,,,,,Jacob 7:20,Jacob,7.0,20.0,"And it came to pass that when he had said these words he could say no more, and he gave up the ghost.",NA,came pass said words could say gave ghost,0.0,,0,23,False,False,,,
2708,,,,,,Jacob 7:21,Jacob,7.0,21.0,"And when the multitude had witnessed that he spake these things as he was about to give up the ghost, they were astonished exceedingly; insomuch that the power of God came down upon them, and they were overcome that they fell to the earth.",NA,multitude witnessed spake things give ghost astonished exceedingly insomuch power god came upon overcome fell earth,0.0,,0,44,False,True,,,god
2709,,,,,,Jacob 7:22,Jacob,7.0,22.0,"Now, this thing was pleasing unto me, Jacob, for I had requested it of my Father who was in heaven; for he had heard my cry and answered my prayer.",NA,thing pleasing unto jacob requested father heaven heard cry answered prayer,0.0,,0,30,False,True,,,jacob
2710,,,,,,Jacob 7:23,Jacob,7.0,23.0,"And it came to pass that peace and the love of God was restored again among the people; and they searched the scriptures, and hearkened no more to the words of this wicked man.",NA,came pass peace love god restored among people searched scriptures hearkened words wicked man,0.0,,0,34,False,True,,,god
2711,,,,,,Jacob 7:24,Jacob,7.0,24.0,"And it came to pass that many means were devised to reclaim and restore the Lamanites to the knowledge of the truth; but it all was vain, for they delighted in wars and bloodshed, and they had an eternal hatred against us, their brethren. And they sought by the power of their arms to destroy us continually.",NA,came pass many means devised reclaim restore lamanites knowledge truth vain delighted wars bloodshed eternal hatred us brethren sought power arms destroy us continually,0.0,,0,57,False,True,,,mean
2712,,,,,,Jacob 7:25,Jacob,7.0,25.0,"Wherefore, the people of Nephi did fortify against them with their arms, and with all their might, trusting in the God and rock of their salvation; wherefore, they became as yet, conquerors of their enemies.",NA,wherefore people nephi fortify arms might trusting god rock salvation wherefore became yet conquerors enemies,0.0,,0,35,False,True,,,god
2713,,,,,,Jacob 7:26,Jacob,7.0,26.0,"And it came to pass that I, Jacob, began to be old; and the record of this people being kept on the other plates of Nephi, wherefore, I conclude this record, declaring that I have written according to the best of my knowledge, by saying that the time passed away with us, and also our lives passed away like as it were unto us a dream, we being a lonesome and a solemn people, wanderers, cast out from Jerusalem, born in tribulation, in a wilderness, and hated of our brethren, which caused wars and contentions; wherefore, we did mourn out our days.",NA,came pass jacob began old record people kept plates nephi wherefore conclude record declaring written according best knowledge saying time passed away us also lives passed away like unto us dream lonesome solemn people wanderers cast jerusalem born tribulation wilderness hated brethren caused wars contentions wherefore mourn days,0.0,,0,102,False,True,,,jacob
2714,,,,,,Jacob 7:27,Jacob,7.0,27.0,"And I, Jacob, saw that I must soon go down to my grave; wherefore, I said unto my son Enos: Take these plates. And I told him the things which my brother Nephi had commanded me, and he promised obedience unto the commands. And I make an end of my writing upon these plates, which writing has been small; and to the reader I bid farewell, hoping that many of my brethren may read my words. Brethren, adieu.",NA,jacob saw must soon go grave wherefore said unto son enos take plates told things brother nephi commanded promised obedience unto commands make end writing upon plates writing small reader bid farewell hoping many brethren may read words brethren adieu,0.0,,0,78,False,True,,,jacob
2715,,,,,,Enos 1:1,Enos,1.0,1.0,"Behold, it came to pass that I, Enos, knowing my father that he was a just man--for he taught me in his language, and also in the nurture and admonition of the Lord--and blessed be the name of my God for it--",NA,behold came pass enos knowing father man taught language also nurture admonition lord blessed name god,0.0,,0,42,False,True,,,enos
2716,,,,,,Enos 1:2,Enos,1.0,2.0,"And I will tell you of the wrestle which I had before God, before I received a remission of my sins.",NA,tell wrestle god received remission sins,0.0,,0,21,False,True,,,god
2717,,,,,,Enos 1:3,Enos,1.0,3.0,"Behold, I went to hunt beasts in the forests; and the words which I had often heard my father speak concerning eternal life, and the joy of the saints, sunk deep into my heart.",NA,behold went hunt beasts forests words often heard father speak concerning eternal life joy saints sunk deep heart,0.0,,0,34,False,True,,,saint
2718,,,,,,Enos 1:4,Enos,1.0,4.0,"And my soul hungered; and I kneeled down before my Maker, and I cried unto him in mighty prayer and supplication for mine own soul; and all the day long did I cry unto him; yea, and when the night came I did still raise my voice high that it reached the heavens.",NA,soul hungered kneeled maker cried unto mighty prayer supplication mine soul day long cry unto yea night came still raise voice high reached heavens,0.0,,0,53,False,True,,,prayer
2719,,,,,,Enos 1:5,Enos,1.0,5.0,"And there came a voice unto me, saying: Enos, thy sins are forgiven thee, and thou shalt be blessed.",NA,came voice unto saying enos thy sins forgiven thee thou shalt blessed,0.0,,0,19,False,True,,,enos
2720,,,,,,Enos 1:6,Enos,1.0,6.0,"And I, Enos, knew that God could not lie; wherefore, my guilt was swept away.",NA,enos knew god could lie wherefore guilt swept away,0.0,,0,15,False,True,,,enos
2721,,,,,,Enos 1:7,Enos,1.0,7.0,"And I said: Lord, how is it done?",NA,said lord done,0.0,,0,8,False,True,,,lord
2722,,,,,,Enos 1:8,Enos,1.0,8.0,"And he said unto me: Because of thy faith in Christ, whom thou hast never before heard nor seen. And many years pass away before he shall manifest himself in the flesh; wherefore, go to, thy faith hath made thee whole.",NA,said unto thy faith christ thou hast never heard seen many years pass away shall manifest flesh wherefore go thy faith hath made thee whole,0.0,,0,41,False,True,,,faith
2723,,,,,,Enos 1:9,Enos,1.0,9.0,"Now, it came to pass that when I had heard these words I began to feel a desire for the welfare of my brethren, the Nephites; wherefore, I did pour out my whole soul unto God for them.",NA,came pass heard words began feel desire welfare brethren nephites wherefore pour whole soul unto god,0.0,,0,38,False,True,,,god
2724,,,,,,Enos 1:10,Enos,1.0,10.0,"And while I was thus struggling in the spirit, behold, the voice of the Lord came into my mind again, saying: I will visit thy brethren according to their diligence in keeping my commandments. I have given unto them this land, and it is a holy land; and I curse it not save it be for the cause of iniquity; wherefore, I will visit thy brethren according as I have said; and their transgressions will I bring down with sorrow upon their own heads.",NA,thus struggling spirit behold voice lord came mind saying visit thy brethren according diligence keeping commandments given unto land holy land curse save cause iniquity wherefore visit thy brethren according said transgressions bring sorrow upon heads,0.0,,0,84,False,True,,,spirit
2725,,,,,,Enos 1:11,Enos,1.0,11.0,"And after I, Enos, had heard these words, my faith began to be unshaken in the Lord; and I prayed unto him with many long strugglings for my brethren, the Lamanites.",NA,enos heard words faith began unshaken lord prayed unto many long strugglings brethren lamanites,0.0,,0,31,False,True,,,enos
2726,,,,,,Enos 1:12,Enos,1.0,12.0,"And it came to pass that after I had prayed and labored with all diligence, the Lord said unto me: I will grant unto thee according to thy desires, because of thy faith.",NA,came pass prayed labored diligence lord said unto grant unto thee according thy desires thy faith,0.0,,0,33,False,True,,,lord
2727,,,,,,Enos 1:13,Enos,1.0,13.0,"And now behold, this was the desire which I desired of him--that if it should so be, that my people, the Nephites, should fall into transgression, and by any means be destroyed, and the Lamanites should not be destroyed, that the Lord God would preserve a record of my people, the Nephites; even if it so be by the power of his holy arm, that it might be brought forth at some future day unto the Lamanites, that, perhaps, they might be brought unto salvation--",NA,behold desire desired people nephites fall transgression means destroyed lamanites destroyed lord god would preserve record people nephites even power holy arm might brought forth future day unto lamanites perhaps might brought unto salvation,0.0,,0,85,False,True,,,mean
2728,,,,,,Enos 1:14,Enos,1.0,14.0,"For at the present our strugglings were vain in restoring them to the true faith. And they swore in their wrath that, if it were possible, they would destroy our records and us, and also all the traditions of our fathers.",NA,present strugglings vain restoring true faith swore wrath possible would destroy records us also traditions fathers,0.0,,0,41,False,True,,,faith
2729,,,,,,Enos 1:15,Enos,1.0,15.0,"Wherefore, I knowing that the Lord God was able to preserve our records, I cried unto him continually, for he had said unto me: Whatsoever thing ye shall ask in faith, believing that ye shall receive in the name of Christ, ye shall receive it.",NA,wherefore knowing lord god able preserve records cried unto continually said unto whatsoever thing ye shall ask faith believing ye shall receive name christ ye shall receive,0.0,,0,45,False,True,,,lord
2730,,,,,,Enos 1:16,Enos,1.0,16.0,"And I had faith, and I did cry unto God that he would preserve the records; and he covenanted with me that he would bring them forth unto the Lamanites in his own due time.",NA,faith cry unto god would preserve records covenanted would bring forth unto lamanites due time,0.0,,0,35,False,True,,,faith
2731,,,,,,Enos 1:17,Enos,1.0,17.0,"And I, Enos, knew it would be according to the covenant which he had made; wherefore my soul did rest.",NA,enos knew would according covenant made wherefore soul rest,0.0,,0,20,False,True,,,enos
2732,,,,,,Enos 1:18,Enos,1.0,18.0,And the Lord said unto me: Thy fathers have also required of me this thing; and it shall be done unto them according to their faith; for their faith was like unto thine.,NA,lord said unto thy fathers also required thing shall done unto according faith faith like unto thine,0.0,,0,33,False,True,,,lord
2733,,,,,,Enos 1:19,Enos,1.0,19.0,"And now it came to pass that I, Enos, went about among the people of Nephi, prophesying of things to come, and testifying of the things which I had heard and seen.",NA,came pass enos went among people nephi prophesying things come testifying things heard seen,0.0,,0,32,False,True,,,enos
2734,,,,,,Enos 1:20,Enos,1.0,20.0,"And I bear record that the people of Nephi did seek diligently to restore the Lamanites unto the true faith in God. But our labors were vain; their hatred was fixed, and they were led by their evil nature that they became wild, and ferocious, and a blood-thirsty people, full of idolatry and filthiness; feeding upon beasts of prey; dwelling in tents, and wandering about in the wilderness with a short skin girdle about their loins and their heads shaven; and their skill was in the bow, and in the cimeter, and the ax. And many of them did eat nothing save it was raw meat; and they were continually seeking to destroy us.",NA,bear record people nephi seek diligently restore lamanites unto true faith god labors vain hatred fixed led evil nature became wild ferocious blood thirsty people full idolatry filthiness feeding upon beasts prey dwelling tents wandering wilderness short skin girdle loins heads shaven skill bow cimeter ax many eat nothing save raw meat continually seeking destroy us,0.0,,0,114,False,True,,,bear
2735,,,,,,Enos 1:21,Enos,1.0,21.0,"And it came to pass that the people of Nephi did till the land, and raise all manner of grain, and of fruit, and flocks of herds, and flocks of all manner of cattle of every kind, and goats, and wild goats, and also many horses.",NA,came pass people nephi till land raise manner grain fruit flocks herds flocks manner cattle every kind goats wild goats also many horses,0.0,,0,46,False,True,,,horse
2736,,,,,,Enos 1:22,Enos,1.0,22.0,"And there were exceedingly many prophets among us. And the people were a stiffnecked people, hard to understand.",NA,exceedingly many prophets among us people stiffnecked people hard understand,0.0,,0,18,False,True,,,prophet
2737,,,,,,Enos 1:23,Enos,1.0,23.0,"And there was nothing save it was exceeding harshness, preaching and prophesying of wars, and contentions, and destructions, and continually reminding them of death, and the duration of eternity, and the judgments and the power of God, and all these things--stirring them up continually to keep them in the fear of the Lord. I say there was nothing short of these things, and exceedingly great plainness of speech, would keep them from going down speedily to destruction. And after this manner do I write concerning them.",NA,nothing save exceeding harshness preaching prophesying wars contentions destructions continually reminding death duration eternity judgments power god things stirring continually keep fear lord say nothing short things exceedingly great plainness speech would keep going speedily destruction manner write concerning,0.0,,0,86,False,True,,,death
2738,,,,,,Enos 1:24,Enos,1.0,24.0,And I saw wars between the Nephites and Lamanites in the course of my days.,NA,saw wars nephites lamanites course days,0.0,,0,15,False,False,,,
2739,,,,,,Enos 1:25,Enos,1.0,25.0,"And it came to pass that I began to be old, and an hundred and seventy and nine years had passed away from the time that our father Lehi left Jerusalem.",NA,came pass began old hundred seventy nine years passed away time father lehi left jerusalem,0.0,,0,31,False,True,,,year
2740,,,,,,Enos 1:26,Enos,1.0,26.0,"And I saw that I must soon go down to my grave, having been wrought upon by the power of God that I must preach and prophesy unto this people, and declare the word according to the truth which is in Christ. And I have declared it in all my days, and have rejoiced in it above that of the world.",NA,saw must soon go grave wrought upon power god must preach prophesy unto people declare word according truth christ declared days rejoiced world,0.0,,0,61,False,True,,,god
2741,,,,,,Enos 1:27,Enos,1.0,27.0,"And I soon go to the place of my rest, which is with my Redeemer; for I know that in him I shall rest. And I rejoice in the day when my mortal shall put on immortality, and shall stand before him; then shall I see his face with pleasure, and he will say unto me: Come unto me, ye blessed, there is a place prepared for you in the mansions of my Father. Amen.",NA,soon go place rest redeemer know shall rest rejoice day mortal shall put immortality shall stand shall see face pleasure say unto come unto ye blessed place prepared mansions father amen,0.0,,0,75,False,True,,,amen
2742,,,,,,Jarom 1:1,Jarom,1.0,1.0,"Now behold, I, Jarom, write a few words according to the commandment of my father, Enos, that our genealogy may be kept.",NA,behold jarom write words according commandment father enos genealogy may kept,0.0,,0,22,False,True,,,enos
2743,,,,,,Jarom 1:2,Jarom,1.0,2.0,"And as these plates are small, and as these things are written for the intent of the benefit of our brethren the Lamanites, wherefore, it must needs be that I write a little; but I shall not write the things of my prophesying, nor of my revelations. For what could I write more than my fathers have written? For have not they revealed the plan of salvation? I say unto you, Yea; and this sufficeth me.",NA,plates small things written intent benefit brethren lamanites wherefore must needs write little shall write things prophesying revelations could write fathers written revealed plan salvation say unto yea sufficeth,0.0,,0,76,False,True,,,revelation
2744,,,,,,Jarom 1:3,Jarom,1.0,3.0,"Behold, it is expedient that much should be done among this people, because of the hardness of their hearts, and the deafness of their ears, and the blindness of their minds, and the stiffness of their necks; nevertheless, God is exceedingly merciful unto them, and has not as yet swept them off from the face of the land.",NA,behold expedient much done among people hardness hearts deafness ears blindness minds stiffness necks nevertheless god exceedingly merciful unto yet swept face land,0.0,,0,58,False,True,,,blindness
2745,,,,,,Jarom 1:4,Jarom,1.0,4.0,"And there are many among us who have many revelations, for they are not all stiffnecked. And as many as are not stiffnecked and have faith, have communion with the Holy Spirit, which maketh manifest unto the children of men, according to their faith.",NA,many among us many revelations stiffnecked many stiffnecked faith communion holy spirit maketh manifest unto children men according faith,0.0,,0,44,False,True,,,u
2746,,,,,,Jarom 1:5,Jarom,1.0,5.0,"And now, behold, two hundred years had passed away, and the people of Nephi had waxed strong in the land. They observed to keep the law of Moses and the sabbath day holy unto the Lord. And they profaned not; neither did they blaspheme. And the laws of the land were exceedingly strict.",NA,behold two hundred years passed away people nephi waxed strong land observed keep law moses sabbath day holy unto lord profaned neither blaspheme laws land exceedingly strict,0.0,,0,53,False,True,,,year
2747,,,,,,Jarom 1:6,Jarom,1.0,6.0,"And they were scattered upon much of the face of the land, and the Lamanites also. And they were exceedingly more numerous than were they of the Nephites; and they loved murder and would drink the blood of beasts.",NA,scattered upon much face land lamanites also exceedingly numerous nephites loved murder would drink blood beasts,0.0,,0,39,False,True,,,murder
2748,,,,,,Jarom 1:7,Jarom,1.0,7.0,"And it came to pass that they came many times against us, the Nephites, to battle. But our kings and our leaders were mighty men in the faith of the Lord; and they taught the people the ways of the Lord; wherefore, we withstood the Lamanites and swept them away out of our lands, and began to fortify our cities, or whatsoever place of our inheritance.",NA,came pass came many times us nephites battle kings leaders mighty men faith lord taught people ways lord wherefore withstood lamanites swept away lands began fortify cities whatsoever place inheritance,0.0,,0,66,False,True,,,u
2749,,,,,,Jarom 1:8,Jarom,1.0,8.0,"And we multiplied exceedingly, and spread upon the face of the land, and became exceedingly rich in gold, and in silver, and in precious things, and in fine workmanship of wood, in buildings, and in machinery, and also in iron and copper, and brass and steel, making all manner of tools of every kind to till the ground, and weapons of war--yea, the sharp pointed arrow, and the quiver, and the dart, and the javelin, and all preparations for war.",NA,multiplied exceedingly spread upon face land became exceedingly rich gold silver precious things fine workmanship wood buildings machinery also iron copper brass steel making manner tools every kind till ground weapons war yea sharp pointed arrow quiver dart javelin preparations war,0.0,,0,80,False,True,,,gold
2750,,,,,,Jarom 1:9,Jarom,1.0,9.0,"And thus being prepared to meet the Lamanites, they did not prosper against us. But the word of the Lord was verified, which he spake unto our fathers, saying that: Inasmuch as ye will keep my commandments ye shall prosper in the land.",NA,thus prepared meet lamanites prosper us word lord verified spake unto fathers saying inasmuch ye keep commandments ye shall prosper land,0.0,,0,43,False,True,,,meet
2751,,,,,,Jarom 1:10,Jarom,1.0,10.0,"And it came to pass that the prophets of the Lord did threaten the people of Nephi, according to the word of God, that if they did not keep the commandments, but should fall into transgression, they should be destroyed from off the face of the land.",NA,came pass prophets lord threaten people nephi according word god keep commandments fall transgression destroyed face land,0.0,,0,47,False,True,,,prophet
2752,,,,,,Jarom 1:11,Jarom,1.0,11.0,"Wherefore, the prophets, and the priests, and the teachers, did labor diligently, exhorting with all long-suffering the people to diligence; teaching the law of Moses, and the intent for which it was given; persuading them to look forward unto the Messiah, and believe in him to come as though he already was. And after this manner did they teach them.",NA,wherefore prophets priests teachers labor diligently exhorting long suffering people diligence teaching law moses intent given persuading look forward unto messiah believe come though already manner teach,0.0,,0,60,False,True,,,prophet
2753,,,,,,Jarom 1:12,Jarom,1.0,12.0,"And it came to pass that by so doing they kept them from being destroyed upon the face of the land; for they did prick their hearts with the word, continually stirring them up unto repentance.",NA,came pass kept destroyed upon face land prick hearts word continually stirring unto repentance,0.0,,0,36,False,True,,,prick
2754,,,,,,Jarom 1:13,Jarom,1.0,13.0,"And it came to pass that two hundred and thirty and eight years had passed away--after the manner of wars, and contentions, and dissensions, for the space of much of the time.",NA,came pass two hundred thirty eight years passed away manner wars contentions dissensions space much time,0.0,,0,32,False,True,,,year
2755,,,,,,Jarom 1:14,Jarom,1.0,14.0,"And I, Jarom, do not write more, for the plates are small. But behold, my brethren, ye can go to the other plates of Nephi; for behold, upon them the records of our wars are engraven, according to the writings of the kings, or those which they caused to be written.",NA,jarom write plates small behold brethren ye go plates nephi behold upon records wars engraven according writings kings caused written,0.0,,0,51,False,True,,,writing
2756,,,,,,Jarom 1:15,Jarom,1.0,15.0,"And I deliver these plates into the hands of my son Omni, that they may be kept according to the commandments of my fathers.",NA,deliver plates hands son omni may kept according commandments fathers,0.0,,0,24,False,False,,,
2757,,,,,,Omni 1:1,Omni,1.0,1.0,"Behold, it came to pass that I, Omni, being commanded by my father, Jarom, that I should write somewhat upon these plates, to preserve our genealogy--",NA,behold came pass omni commanded father jarom write somewhat upon plates preserve genealogy,0.0,,0,26,False,True,,,genealogy
2758,,,,,,Omni 1:2,Omni,1.0,2.0,"Wherefore, in my days, I would that ye should know that I fought much with the sword to preserve my people, the Nephites, from falling into the hands of their enemies, the Lamanites. But behold, I of myself am a wicked man, and I have not kept the statutes and the commandments of the Lord as I ought to have done.",NA,wherefore days would ye know fought much sword preserve people nephites falling hands enemies lamanites behold wicked man kept statutes commandments lord ought done,0.0,,0,61,False,True,,,lord
2759,,,,,,Omni 1:3,Omni,1.0,3.0,"And it came to pass that two hundred and seventy and six years had passed away, and we had many seasons of peace; and we had many seasons of serious war and bloodshed. Yea, and in fine, two hundred and eighty and two years had passed away, and I had kept these plates according to the commandments of my fathers; and I conferred them upon my son Amaron. And I make an end.",NA,came pass two hundred seventy six years passed away many seasons peace many seasons serious war bloodshed yea fine two hundred eighty two years passed away kept plates according commandments fathers conferred upon son amaron make end,0.0,,0,73,False,True,,,year
2760,,,,,,Omni 1:4,Omni,1.0,4.0,"And now I, Amaron, write the things whatsoever I write, which are few, in the book of my father.",NA,amaron write things whatsoever write book father,0.0,,0,19,False,False,,,
2761,,,,,,Omni 1:5,Omni,1.0,5.0,"Behold, it came to pass that three hundred and twenty years had passed away, and the more wicked part of the Nephites were destroyed.",NA,behold came pass three hundred twenty years passed away wicked part nephites destroyed,0.0,,0,24,False,True,,,year
2762,,,,,,Omni 1:6,Omni,1.0,6.0,"For the Lord would not suffer, after he had led them out of the land of Jerusalem and kept and preserved them from falling into the hands of their enemies, yea, he would not suffer that the words should not be verified, which he spake unto our fathers, saying that: Inasmuch as ye will not keep my commandments ye shall not prosper in the land.",NA,lord would suffer led land jerusalem kept preserved falling hands enemies yea would suffer words verified spake unto fathers saying inasmuch ye keep commandments ye shall prosper land,0.0,,0,65,False,True,,,lord
2763,,,,,,Omni 1:7,Omni,1.0,7.0,"Wherefore, the Lord did visit them in great judgment; nevertheless, he did spare the righteous that they should not perish, but did deliver them out of the hands of their enemies.",NA,wherefore lord visit great judgment nevertheless spare righteous perish deliver hands enemies,0.0,,0,31,False,True,,,lord
2764,,,,,,Omni 1:10,Omni,1.0,10.0,"Behold, I, Abinadom, am the son of Chemish. Behold, it came to pass that I saw much war and contention between my people, the Nephites, and the Lamanites; and I, with my own sword, have taken the lives of many of the Lamanites in the defence of my brethren.",NA,behold abinadom son chemish behold came pass saw much war contention people nephites lamanites sword taken lives many lamanites defence brethren,0.0,,0,49,False,False,,,
2765,,,,,,Omni 1:11,Omni,1.0,11.0,"And behold, the record of this people is engraven upon plates which is had by the kings, according to the generations; and I know of no revelation save that which has been written, neither prophecy; wherefore, that which is sufficient is written. And I make an end.",NA,behold record people engraven upon plates kings according generations know revelation save written neither prophecy wherefore sufficient written make end,0.0,,0,47,False,True,,,revelation
2766,,,,,,Omni 1:12,Omni,1.0,12.0,"Behold, I am Amaleki, the son of Abinadom. Behold, I will speak unto you somewhat concerning Mosiah, who was made king over the land of Zarahemla; for behold, he being warned of the Lord that he should flee out of the land of Nephi, and as many as would hearken unto the voice of the Lord should also depart out of the land with him, into the wilderness--",NA,behold amaleki son abinadom behold speak unto somewhat concerning mosiah made king land zarahemla behold warned lord flee land nephi many would hearken unto voice lord also depart land wilderness,0.0,,0,68,False,True,,,lord
2767,,,,,,Omni 1:14,Omni,1.0,14.0,"And they discovered a people, who were called the people of Zarahemla. Now, there was great rejoicing among the people of Zarahemla; and also Zarahemla did rejoice exceedingly, because the Lord had sent the people of Mosiah with the plates of brass which contained the record of the Jews.",NA,discovered people called people zarahemla great rejoicing among people zarahemla also zarahemla rejoice exceedingly lord sent people mosiah plates brass contained record jews,0.0,,0,49,False,True,,,lord
2768,,,,,,Omni 1:15,Omni,1.0,15.0,"Behold, it came to pass that Mosiah discovered that the people of Zarahemla came out from Jerusalem at the time that Zedekiah, king of Judah, was carried away captive into Babylon.",NA,behold came pass mosiah discovered people zarahemla came jerusalem time zedekiah king judah carried away captive babylon,0.0,,0,31,False,True,,,jerusalem
2769,,,,,,Omni 1:16,Omni,1.0,16.0,"And they journeyed in the wilderness, and were brought by the hand of the Lord across the great waters, into the land where Mosiah discovered them; and they had dwelt there from that time forth.",NA,journeyed wilderness brought hand lord across great waters land mosiah discovered dwelt time forth,0.0,,0,35,False,True,,,lord
2770,,,,,,Omni 1:17,Omni,1.0,17.0,"And at the time that Mosiah discovered them, they had become exceedingly numerous. Nevertheless, they had had many wars and serious contentions, and had fallen by the sword from time to time; and their language had become corrupted; and they had brought no records with them; and they denied the being of their Creator; and Mosiah, nor the people of Mosiah, could understand them.",NA,time mosiah discovered become exceedingly numerous nevertheless many wars serious contentions fallen sword time time language become corrupted brought records denied creator mosiah people mosiah could understand,0.0,,0,64,False,False,,,
2771,,,,,,Omni 1:18,Omni,1.0,18.0,"But it came to pass that Mosiah caused that they should be taught in his language. And it came to pass that after they were taught in the language of Mosiah, Zarahemla gave a genealogy of his fathers, according to his memory; and they are written, but not in these plates.",NA,came pass mosiah caused taught language came pass taught language mosiah zarahemla gave genealogy fathers according memory written plates,0.0,,0,51,False,True,,,genealogy
2772,,,,,,Omni 1:19,Omni,1.0,19.0,"And it came to pass that the people of Zarahemla, and of Mosiah, did unite together; and Mosiah was appointed to be their king.",NA,came pass people zarahemla mosiah unite together mosiah appointed king,0.0,,0,24,False,False,,,
2773,,,,,,Omni 1:20,Omni,1.0,20.0,"And it came to pass in the days of Mosiah, there was a large stone brought unto him with engravings on it; and he did interpret the engravings by the gift and power of God.",NA,came pass days mosiah large stone brought unto engravings interpret engravings gift power god,0.0,,0,35,False,True,,,engraving
2774,,,,,,Omni 1:21,Omni,1.0,21.0,"And they gave an account of one Coriantumr, and the slain of his people. And Coriantumr was discovered by the people of Zarahemla; and he dwelt with them for the space of nine moons.",NA,gave account one coriantumr slain people coriantumr discovered people zarahemla dwelt space nine moons,0.0,,0,34,False,False,,,
2775,,,,,,Omni 1:22,Omni,1.0,22.0,"It also spake a few words concerning his fathers. And his first parents came out from the tower, at the time the Lord confounded the language of the people; and the severity of the Lord fell upon them according to his judgments, which are just; and their bones lay scattered in the land northward.",NA,also spake words concerning fathers first parents came tower time lord confounded language people severity lord fell upon according judgments bones lay scattered land northward,0.0,,0,54,False,True,,,lord
2776,,,,,,Omni 1:23,Omni,1.0,23.0,"Behold, I, Amaleki, was born in the days of Mosiah; and I have lived to see his death; and Benjamin, his son, reigneth in his stead.",NA,behold amaleki born days mosiah lived see death benjamin son reigneth stead,0.0,,0,26,False,True,,,death
2777,,,,,,Omni 1:24,Omni,1.0,24.0,"And behold, I have seen, in the days of king Benjamin, a serious war and much bloodshed between the Nephites and the Lamanites. But behold, the Nephites did obtain much advantage over them; yea, insomuch that king Benjamin did drive them out of the land of Zarahemla.",NA,behold seen days king benjamin serious war much bloodshed nephites lamanites behold nephites obtain much advantage yea insomuch king benjamin drive land zarahemla,0.0,,0,47,False,True,,,benjamin
2778,,,,,,Omni 1:25,Omni,1.0,25.0,"And it came to pass that I began to be old; and, having no seed, and knowing king Benjamin to be a just man before the Lord, wherefore, I shall deliver up these plates unto him, exhorting all men to come unto God, the Holy One of Israel, and believe in prophesying, and in revelations, and in the ministering of angels, and in the gift of speaking with tongues, and in the gift of interpreting languages, and in all things which are good; for there is nothing which is good save it comes from the Lord; and that which is evil cometh from the devil.",NA,came pass began old seed knowing king benjamin man lord wherefore shall deliver plates unto exhorting men come unto god holy one israel believe prophesying revelations ministering angels gift speaking tongues gift interpreting languages things good nothing good save comes lord evil cometh devil,0.0,,0,105,False,True,,,benjamin
2779,,,,,,Omni 1:26,Omni,1.0,26.0,"And now, my beloved brethren, I would that ye should come unto Christ, who is the Holy One of Israel, and partake of his salvation, and the power of his redemption. Yea, come unto him, and offer your whole souls as an offering unto him, and continue in fasting and praying, and endure to the end; and as the Lord liveth ye will be saved.",NA,beloved brethren would ye come unto christ holy one israel partake salvation power redemption yea come unto offer whole souls offering unto continue fasting praying endure end lord liveth ye saved,0.0,,0,65,False,True,,,christ
2780,,,,,,Omni 1:27,Omni,1.0,27.0,And now I would speak somewhat concerning a certain number who went up into the wilderness to return to the land of Nephi; for there was a large number who were desirous to possess the land of their inheritance.,NA,would speak somewhat concerning certain number went wilderness return land nephi large number desirous possess land inheritance,0.0,,0,39,False,True,,,inheritance
2781,,,,,,Omni 1:28,Omni,1.0,28.0,"Wherefore, they went up into the wilderness. And their leader being a strong and mighty man, and a stiffnecked man, wherefore he caused a contention among them; and they were all slain, save fifty, in the wilderness, and they returned again to the land of Zarahemla.",NA,wherefore went wilderness leader strong mighty man stiffnecked man wherefore caused contention among slain save fifty wilderness returned land zarahemla,0.0,,0,46,False,False,,,
